,name,link,city,state
381,Standard-Times,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_ST,San Angelo,Texas
382,Longview News-Journal,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_LNJ,Longview,Texas
383,Killeen Daily Herald,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_DH,Killeen,Texas
384,Houston Chronicle,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_HC,Houston,Texas
385,Laredo Morning Times,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_LMT,Laredo,Texas
386,Tyler Morning Telegraph,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_TMT,Tyler,Texas
387,Times Record News,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_TRN,Wichita Falls,Texas
388,Waco Tribune-Herald,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_WTH,Waco,Texas
389,Victoria Advocate,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_VA,Victoria,Texas
390,Texarkana Gazette,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_TG,Texarkana,Texas
391,Temple Daily Telegram,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_TDT,Temple,Texas
392,San Antonio Express-News,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_SAEN,San Antonio,Texas
393,Austin American-Statesman,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_AAS,Austin,Texas
394,The Beaumont Enterprise,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_BE,Beaumont,Texas
395,Amarillo Globe-News,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_AGN,Amarillo,Texas
396,Abilene Reporter-News,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_ARN,Abilene,Texas
397,Valley Morning Star,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_VMS,Harlingen,Texas
398,The Eagle,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_TE,Bryan-College Station,Texas
399,Corpus Christi Caller-Times,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_CCCT,Corpus Christi,Texas
400,Fort Worth Star-Telegram,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_FWST,Fort Worth,Texas
401,Galveston County Daily News,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_GCDN,Galveston,Texas
402,El Paso Times,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_EPT,El Paso,Texas
403,Denton Record-Chronicle,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_DRC,Denton,Texas
404,The Dallas Morning News,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=TX_DMN,Dallas,Texas
405,The Spectrum,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=UT_TS,St. George,Utah
406,The Salt Lake Tribune,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=UT_SLT,Salt Lake City,Utah
407,Deseret News,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=UT_DN,Salt Lake City,Utah
408,The Daily Herald,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=UT_DH,Provo,Utah
409,USA Today,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=USAT,McLean,Va.
410,The News & Advance,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VA_NA,Lynchburg,Va.
411,Daily Press,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VA_DPRESS,Newport News,Va.
412,Richmond Times-Dispatch,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VA_RTD,Richmond,Va.
413,Daily News-Record,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VA_DNR,Harrisonburg,Va.
414,The Virginian-Pilot,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VA_VP,Norfolk,Va.
415,Danville Register & Bee,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VA_DRB,Danville,Va.
416,The News Virginian,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VA_NV,Waynesboro,Va.
417,The Winchester Star,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VA_WS,Winchester,Va.
418,Bristol Herald Courier,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VA_BHC,Bristol,Va.
419,Daily Progress,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VA_DP,Charlottesville,Va.
420,The News Leader,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VA_NL,Staunton,Va.
421,The Free Lance-Star,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VA_FLS,Fredericksburg,Va.
422,The Burlington Free Press,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VT_BFP,Burlington,Vt.
423,Brattleboro Reformer,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VT_BR,Brattleboro,Vt.
424,Bennington Banner,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=VT_BB,Bennington,Vt.
425,The Spokesman-Review,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WA_SR,Spokane,Wash.
426,The News Tribune,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WA_NT,Tacoma,Wash.
427,The Columbian,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WA_COL,Vancouver,Wash.
428,The Seattle Times,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WA_ST,Seattle,Wash.
429,Yakima Herald-Republic,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WA_YHR,Yakima,Wash.
430,Kitsap Sun,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WA_SUN,Bremerton,Wash.
431,Bellingham Herald,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WA_BH,Bellingham,Wash.
432,Herald,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WA_TH,Everett,Wash.
433,The Olympian,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WA_TO,Olympia,Wash.
434,Tri-City Herald,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WA_TCH,Kennewick,Wash.
435,Milwaukee Journal Sentinel,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_MJS,Milwaukee,Wis.
436,Marshfield News-Herald,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_MNH,Marshfield,Wis.
437,Wisconsin State Journal,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_WSJ,Madison,Wis.
438,Oshkosh Northwestern,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_ON,Oshkosh,Wis.
439,Herald Times Reporter,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_HTR,Manitowoc,Wis.
440,The Sheboygan Press,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_SP,Sheboygan,Wis.
441,Daily Tribune,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_DT,Wisconsin Rapids,Wis.
442,The Wausau Daily Herald,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_WDH,Wausau,Wis.
443,Stevens Point Journal,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_SPJ,Stevens Point,Wis.
444,La Crosse Tribune,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_LCT,La Crosse,Wis.
445,Portage Daily Register,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_PDR,Portage,Wis.
446,The Janesville Gazette,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_JG,Janesville,Wis.
447,Baraboo News Republic,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_BNR,Baraboo,Wis.
448,Green Bay Press-Gazette,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_GBP,Green Bay,Wis.
449,Beaver Dam Daily Citizen,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_BDDC,Beaver Dam,Wis.
450,The Post-Crescent,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_PC,Appleton,Wis.
451,The Reporter,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_TR,Fond du Lac,Wis.
452,Leader-Telegram,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_LT,Eau claire,Wis.
453,Chippewa Herald,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WI_CH,Chippewa Falls,Wis.
454,Times West Virginian,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WV_TWV,Fairmont,W. Va.
455,The Herald-Dispatch,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WV_HD,Huntington,W. Va.
456,Parkersburg News and Sentinel,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WV_PNS,Parkersburg,W. Va.
457,Jackson Hole Daily,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WY_JHD,Jackson,Wyo.
458,Casper Star-Tribune,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WY_CST,Casper,Wyo.
459,Wyoming Tribune-Eagle,/todaysfrontpages/?tfp_display=list&tfp_region=USA&tfp_sort_by=state&tfp_id=WY_WTE,Cheyenne,Wyo.
